Metagene1,Metagene2,Metagene3,ID,Subtype
-0.0259186932949494,0.535866763385265,0.460584316735029,JD.33_.HTA.2_0..CEL,Subtype_3
0.991611225957305,-0.0336563646699412,0.543088442383209,JD.34_.HTA.2_0..CEL,Subtype_1
0.43693550003054,-0.18803537311084,1.33372478440977,JD.35_.HTA.2_0..CEL,Subtype_2
1.05480080057865,-0.0429672171281598,0.388711804006641,JD.36_.HTA.2_0..CEL,Subtype_4
-0.132480206344483,0.818139969968666,0.477628196632469,JD.37_.HTA.2_0..CEL,Subtype_3
0.161782817299822,1.00222740363448,0.227294733251712,JD.38_.HTA.2_0..CEL,Subtype_3
0.778643595872459,0.466353096825467,0.0310965915608656,JD.39_.HTA.2_0..CEL,Subtype_4
0.0171668126949679,0.606501120446291,0.532477533964249,JD.3_.HTA.2_0..CEL,Subtype_3
0.433800591502818,0.722795115152068,0.323920919098494,JD.40_.HTA.2_0..CEL,Subtype_1
0.268671437749836,0.845080920675021,0.135717359170675,JD.41_.HTA.2_0..CEL,Subtype_3
0.610887776692307,0.748949700030412,0.17591428272708,JD.42_.HTA.2_0..CEL,Subtype_3
1.31461863360975,0.12667119954434,0.0755151371504135,JD.43_.HTA.2_0..CEL,Subtype_4
-0.0101560089362592,0.122050757346552,1.5086012773339,JD.44_.HTA.2_0..CEL,Subtype_2
0.285672640323,0.149712255951314,1.12425044791533,JD.45_.HTA.2_0..CEL,Subtype_2
0.268070518148621,0.665200168534905,0.190679956487792,JD.46_.HTA.2_0..CEL,Subtype_3
0.789458052128294,0.855697759253914,-0.0448513296686492,JD.47_.HTA.2_0..CEL,Subtype_1
0.175280892168912,0.802583470577879,0.391896151137316,JD.48_.HTA.2_0..CEL,Subtype_1
0.914798435439967,0.595527995282379,0.193787464370535,JD.49_.HTA.2_0..CEL,Subtype_1
0.0426021638209018,0.624151068540215,0.983873391439066,JD.4_.HTA.2_0..CEL,Subtype_2
0.552888598662081,0.983419047874823,0.36847539993029,JD.50_.HTA.2_0..CEL,Subtype_1
0.746443581875419,0.841087893029551,0.151891415358795,JD.5_.HTA.2_0..CEL,Subtype_1
0.370496843809319,0.829576851111962,0.0570700354060925,JD.6_.HTA.2_0..CEL,Subtype_3
-0.00378176692076614,0.594321993319288,0.561785807743039,JD.7_.HTA.2_0..CEL,Subtype_3
0.86461038273476,-0.00312075229803329,0.324274402848669,JD.8_.HTA.2_0..CEL,Subtype_4
0.044900286506504,0.999131827334993,0.443051163685784,JD.9_.HTA.2_0..CEL,Subtype_3
