Metagene1,Metagene2,Metagene3,ID,Subtype
0.80997266228781,0.899328007925252,-0.0556486298257157,JD.10003_.HTA.2_0..CEL,Subtype_1
0.410006387046527,0.560630390734295,0.367508924022126,JD.10007_.HTA.2_0..CEL,Subtype_1
0.958488995299501,0.432571646038373,0.0348685119278354,JD.10014_.HTA.2_0..CEL,Subtype_4
0.990406507097252,0.856474479198131,0.0739728488804203,JD.10019_.HTA.2_0..CEL,Subtype_1
0.0233156881082822,0.230051899078383,1.17014116549158,JD.10020_.HTA.2_0..CEL,Subtype_2
0.327704724216193,0.828540957137546,0.57624331492508,JD10022_.HTA.2_0..CEL,Subtype_1
0.18737132880016,0.106940675369214,1.59572592372043,JD.10023_.HTA.2_0..CEL,Subtype_2
0.521551647881219,0.531610254300891,0.210474636512075,JD.10040_.HTA.2_0..CEL,Subtype_3
0.253684607258886,0.696564533967909,0.235659241118855,JD.10044_.HTA.2_0..CEL,Subtype_3
0.648433788250071,0.781587880347948,0.0999359500021342,JD.10_.HTA.2_0..CEL,Subtype_1
0.352657464817498,0.366903302380004,0.443544443069716,JD.11_.HTA.2_0..CEL,Subtype_3
0.779580409625521,0.242010267945924,0.0999866694632277,JD.13_.HTA.2_0..CEL,Subtype_4
0.176575547325578,-0.0910536721632731,1.51209113740719,JD.14_.HTA.2_0..CEL,Subtype_2
-0.122568230557108,0.983727198995157,0.74208053384469,JD.15_.HTA.2_0..CEL,Subtype_3
0.249244203529948,0.871009598268177,0.487565655195393,JD.16_.HTA.2_0..CEL,Subtype_3
0.0847162579570872,1.12719338690338,0.240342510807337,JD.17_.HTA.2_0..CEL,Subtype_3
-0.0593648576674288,0.908023333894969,0.451656969113277,JD.18_.HTA.2_0..CEL,Subtype_3
0.790208734683388,0.962024478625665,0.193493754040159,JD.19_.HTA.2_0..CEL,Subtype_1
0.381516144694342,0.5150408544976,0.403826650622722,JD.1_.HTA.2_0..CEL,Subtype_3
-0.216772519934872,0.310663579633546,1.44372972806484,JD.20_.HTA.2_0..CEL,Subtype_2
1.02162885740331,0.7454781983946,0.198154309576642,JD.21_.HTA.2_0..CEL,Subtype_1
0.466379199307504,0.362042984344436,0.298973274953047,JD.22_.HTA.2_0..CEL,Subtype_4
0.537225379757122,0.80941486751448,0.446140122122654,JD.23_.HTA.2_0..CEL,Subtype_1
0.561706229394446,0.196415136562939,0.572264276628829,JD.24_.HTA.2_0..CEL,Subtype_4
0.480448108039424,0.89706582807081,0.283723314656751,JD.25_.HTA.2_0..CEL,Subtype_1
1.25612023921115,0.523795493834767,0.0246566864482656,JD.26_.HTA.2_0..CEL,Subtype_1
0.502224655564671,0.408714489573319,0.244236999108345,JD.27_.HTA.2_0..CEL,Subtype_4
0.102636524125143,0.71890389497104,0.527049906849243,JD.28_.HTA.2_0..CEL,Subtype_3
0.133568850805454,0.938427357991189,0.225901422445225,JD.29_.HTA.2_0..CEL,Subtype_1
0.377485968056781,0.867050460195943,0.212357901277956,JD.2_.HTA.2_0..CEL,Subtype_1
1.18389856595387,0.0417767952296451,0.200611564012637,JD.30_.HTA.2_0..CEL,Subtype_4
0.505493621086629,0.854111679597601,-0.0768199093254834,JD.31_.HTA.2_0..CEL,Subtype_3
0.574227882069194,0.643088468703515,0.00547163817441777,JD.32_.HTA.2_0..CEL,Subtype_4
